CUSTOMER_ID,x_customer_id,y_customer_id,mean_amount,std_amount
0,54.88135039273247,71.51893663724195,62.262520726806166,31.131260363403083
1,42.36547993389047,64.58941130666561,46.57078506995579,23.285392534977895
2,96.36627605010293,38.34415188257777,80.21387861785314,40.10693930892657
3,56.80445610939323,92.5596638292661,11.74842552879926,5.87421276439963
4,2.021839744032572,83.2619845547938,78.9248913402358,39.4624456701179
5,97.8618342232764,79.91585642167236,48.84053941402853,24.420269707014263
6,11.827442586893323,63.99210213275238,18.618562303859406,9.309281151929703
7,52.184832175007166,41.46619399905236,30.132783149939563,15.066391574969781
8,45.615033221654855,56.84339488686485,6.785031041453738,3.392515520726869
9,61.20957227224214,61.69339968747569,94.6560674588893,47.32803372944465
10,35.9507900573786,43.703195379934144,71.27496361309016,35.63748180654508
11,66.67667154456677,67.06378696181594,24.986343302014884,12.493171651007442
12,31.542835092418386,36.37107709426226,59.168693189698566,29.584346594849283
13,98.83738380592261,10.204481074802807,24.843291829009296,12.421645914504648
14,65.31083254653984,25.329160253978213,49.2995234213491,24.64976171067455
15,15.896958364551972,11.037514116430513,67.35131099920098,33.67565549960049
16,19.65823616800535,36.872517066096414,82.99435683555383,41.497178417776915
17,83.7944907498804,9.609840789396307,97.7636491762726,48.8818245881363
18,97.67610881903371,60.4845519745046,75.23004004283865,37.615020021419326
19,28.280696257640958,12.01965612131689,33.13331876460377,16.566659382301886
20,31.798317939397602,41.426299451466996,11.094012153134514,5.547006076567257
21,56.660145420657514,26.53894909394454,54.708565079336466,27.354282539668233
22,57.59464955561793,92.92961975762141,35.264050482875746,17.632025241437873
23,13.179786240439217,71.63272041185655,32.4935788299841,16.24678941499205
24,58.65129348100832,2.0107546187493552,83.7493027756495,41.87465138782475
25,67.781653679623,27.000797319216485,74.84343210164651,37.42171605082326
26,24.875314351995804,57.61573344178369,61.24398347082471,30.621991735412355
27,22.308163264061832,95.2749011516985,47.4769109686746,23.7384554843373
28,69.94792753175044,29.743695085513366,82.31079287173533,41.155396435867665
29,88.11031971111616,58.12728726358587,88.76485937621102,44.38242968810551
30,72.52542798196406,50.13243819267023,95.82794529870627,47.913972649353134
31,42.38550485581797,60.639321412792434,6.8233538393866855,3.4116769196933427
32,66.01735374926851,29.007760721044406,63.71146575488994,31.85573287744497
33,13.547406422245023,29.828232595603076,59.146666516620165,29.573333258310083
34,57.43252488495788,65.32008198571336,66.94981065016044,33.47490532508022
35,89.6546595851063,36.75618700478965,46.40716790023455,23.203583950117274
36,80.61939890460857,70.38885835403663,14.521554294668606,7.260777147334303
37,71.42412995491114,99.88470065678665,19.197588942509405,9.598794471254703
38,16.249293467637482,61.55595642838442,16.762898370696945,8.381449185348472
39,80.73189587250107,56.91007386145933,43.68241323646997,21.841206618234985
40,69.74287731445636,45.35426826780689,73.59528194968306,36.79764097484153
41,97.55215050028858,85.5803342392611,6.112837997575188,3.056418998787594
42,72.9990562424058,17.162967726144053,54.49847758939228,27.24923879469614
43,19.999652489640006,1.8521794460613972,80.40128181895496,40.20064090947748
44,34.53516806969027,92.80812934655908,71.91936818273561,35.959684091367805
45,16.469415649791273,62.14784014997635,59.83671591739592,29.91835795869796
46,93.42139979247938,61.3965955965896,55.88511628737104,27.94255814368552
47,73.01220295167697,31.194499547960184,42.83100091052873,21.415500455264365
48,18.619300588033617,94.43723899839335,75.25732552968232,37.62866276484116
49,22.741462797332325,25.435648177039294,10.512770230768183,5.2563851153840915
50,31.179588199410258,69.63434888154595,40.886424732785684,20.443212366392842
51,2.467872839133123,6.724963146324859,69.5423134823639,34.77115674118195
52,53.65792111087222,89.6671293040342,99.08220000268692,49.54110000134346
53,66.30782031001007,26.332237673715063,6.961844949244225,3.4809224746221124
54,32.00171508224678,38.3463894171898,60.890125787592545,30.445062893796273
55,62.89818435911487,87.26506554473953,30.986493307485397,15.493246653742698
56,18.56359443059522,95.27916569719446,70.31138625684245,35.15569312842123
57,94.73705904889242,73.08558067701578,29.124456046527452,14.562228023263726
58,51.82007139306633,2.5662718054531575,24.709657166905394,12.354828583452697
59,37.41699803342256,46.35754243648107,31.374727097999532,15.687363548999766
60,86.38556059232315,11.75318559620331,54.151015179640844,27.075507589820422
61,71.68596811925937,39.60597028072937,58.71502462655835,29.357512313279177
62,14.484775934337723,48.80562806489546,38.78321009574579,19.391605047872893
63,76.53252538069653,74.86636198505472,90.85337527586368,45.42668763793184
64,55.219246992240656,58.44760689557689,96.38395596198676,48.19197798099338
65,24.08287799154468,10.029394226549782,6.560814811190049,3.2804074055950245
66,66.99165465909101,78.51529120231378,31.764360046625164,15.882180023312582
67,6.395526612098113,48.56275959346229,97.86203827572244,48.93101913786122
68,33.81589518368456,96.15701545414986,27.01165451476443,13.505827257382215
69,94.13777047064985,79.92025873523917,64.89255400234515,32.446277001172575
70,29.302028450779673,84.89435553129182,63.69828573216476,31.84914286608238
71,34.72335179322196,14.814086094816503,98.27379203273405,49.136896016367025
72,49.73913654986627,63.94725163987236,40.01553758231366,20.00776879115683
73,82.21177331942455,18.984791190275796,53.57530334191332,26.78765167095666
74,9.784448449403405,86.21915174216834,97.42735145719737,48.71367572859869
75,90.6555499221179,77.40473326986388,36.64878944272098,18.32439472136049
76,40.72411714138073,23.223414217094273,17.586325302008383,8.793162651004192
77,72.55943642105788,1.1427458625031028,78.20517110776375,39.10258555388187
78,7.952208258675575,8.960303423860537,68.84454169862187,34.422270849310934
79,42.05394666800984,55.73687913239169,86.75236151373541,43.376180756867704
80,27.032790523871462,13.14827992911276,10.260560440013805,5.130280220006902
81,26.211814923967825,45.614056680047966,69.91172687702964,34.95586343851482
82,28.351884658216665,37.99269559001205,22.209341365005788,11.104670682502894
83,5.68480764332403,69.69972417249873,78.97606261440482,39.48803130720241
84,25.942256434535494,37.38131379325614,60.821965343656956,30.410982671828478
85,37.085279921788874,19.705428018563964,48.6863089568207,24.34315447841035
86,79.9795884570618,7.695644698663273,54.289339138994976,27.144669569497488
87,57.75429488313755,95.9433340833425,66.32917322332037,33.164586611660184
88,43.04024395080612,51.00168523182502,55.936861996827936,27.968430998413968
89,27.759609773176606,12.88605654663202,42.30418927197396,21.15209463598698
90,18.713089175084473,90.3983954928237,56.661565257346005,28.330782628673003
91,88.20414102298896,45.860396176858586,73.7959254780966,36.8979627390483
92,90.40443929009577,69.00250201912273,71.4640951537991,35.73204757689955
93,75.67786427368893,63.60610554471413,27.801925971072407,13.900962985536204
94,79.63914745173317,95.91666030352225,48.52318858970407,24.261594294852035
95,85.77226441935547,45.722345335385704,95.42807529910993,47.71403764955497
96,82.07671207013149,90.88437184127383,82.47476278301404,41.23738139150702
97,62.88984390617004,39.84342586196771,10.95773044221784,5.47886522110892
98,25.86840668894077,84.90383084285108,8.163939521936138,4.081969760968069
99,35.536884847192965,35.67068904025429,6.55120775495225,3.275603877476125
100,40.12595008036087,92.9291417302714,14.463418371020776,7.231709185510388
101,86.94885305466322,45.41623969075518,36.03658376798471,18.018291883992354
102,61.446470647687434,3.307459147550562,6.48257612244868,3.24128806122434
103,6.807407397472021,25.19409882460929,26.010286957877966,13.005143478938983
104,13.105523121525774,1.203622289765427,15.971008228181068,7.985504114090534
105,97.42562128180504,99.0345001560894,43.86013906044085,21.930069530220425
106,63.87617573665293,49.03053465487371,98.99392884202099,49.496964421010496
107,78.32344383138131,28.839849733149393,27.93476890727453,13.967384453637266
108,24.606318499096446,66.58591175591877,54.14430913421743,27.072154567108715
109,55.4687808661419,28.705151991962975,72.124597095933,36.0622985479665
110,36.05455604858923,82.86569145557378,92.87185663555326,46.43592831777663
111,23.262699282976552,34.85193694925633,82.4218155401735,41.21090777008675
112,96.89717046703518,90.49483455499269,33.172845181082835,16.586422590541417
113,24.942004105645122,10.590615488223222,95.34049805026244,47.67024902513122
114,68.97682650777504,5.835635898058866,74.41736441711024,37.20868220855512
115,27.24368954659625,37.90568960774286,40.558137415487025,20.279068707743512
116,23.780724253903884,17.185309904764303,47.682706625335115,23.841353312667557
117,83.91891222586524,23.774182601563876,52.72699846147984,26.36349923073992
118,63.39976977446607,86.72894054624648,94.31992048870289,47.159960244351446
119,69.95750602247513,96.79655666042271,99.46807501652954,49.73403750826477
